customerID,NbContacts,LastContactDays,SatisfactionScore,FeedbackText
C1358,3.0,17,,"Phone liine is fine, internet varies Great service and fair price"
C1669,2.0,164,5.0,"No issues lately, satisfied customer Support agent was kind and solved my issue quickly Thank you. Everytthing works ffine for our family Great service and fair price"
C3037,6.0,111,5.0,"SUPPORT AGENT WAS KIND AND SOLVED MY ISUSE QUICKLY HONESTLY, THE NEW ROUTER WORKS WELL, STABLE CONNECTION"
C2063,1.0,97,4.0,"Phone line is fine, internet varies Sometimes the speed drops at night"
C0414,2.0,24,,"Outages every week, unacceptable service!!!"
C2057,3.0,90,4.0,"Happy with the internet speed and support Good serviice overall, nothing major to complain about Thank you."
C3308,1.0,99,3.0,"Honestly, terrible experience, worst provider i used tthank you."
C3175,2.0,82,,BILLING IS CLEAR AND CORRECT AECH MONTH
C4837,1.0,172,4.0,"Honestly, good value or the money Service is okay but coudl be better"
C5461,3.0,124,4.0,Installation took longer than expected Occasional hiccups but nothing to bad
C2406,1.0,97,4.0,They overcharged me twice and ignored my emails Internet is sslow and unstable almost every evening Thank you.
C4939,3.0,46,5.0,"PHONE LINE IS FIINE, INTERNET VARIES GOT A MINOR OUTAGE LAST WEEK"
C1566,4.0,52,3.0,"Terrible experience, worst provider I used I have opened several ickets and nothing was fixed"
C3821,0.0,149,2.0,"Honestly, it works, not amazing, not terrible thank you. Good service overall, nothing major to complain about Service is okay but could be better"
C4902,4.0,104,2.0,"The new roouter works well, stable onnection It works, not aamzing, not terrible It works, ont amazing, not terrible Good service overall, nothing major to complain about"
C4318,0.0,136,3.0,"Outages every week, unacceptable service Very bad support, no one answers my calls"
C3490,4.0,159,2.0,"PHONE LINE IS FINE, INTERNET VARRIES"
C0154,0.0,51,3.0,Installation took longer than expected Thank you. Great service and fair price Everything works fine for our family
C1189,1.0,104,4.0,"Honestly, very bad support, no one answers my calls!"
C0661,0.0,174,5.0,"Got a minor outage last week Honestly, price is a bit high compared to tohers!!"
C0621,3.0,73,1.0,"Average experience so far It works, not amazing, not terrible!!!"
C2796,2.0,47,3.0,"Honestly, good value for the money Avearge experience so far Thakn you."
C1897,1.0,51,3.0,"Helpful chat support, fast resolution!!"
C0323,2.0,67,1.0,"The new router works well, stable connection No issues lately, satisfied customer Phone line is fine, intrenet varies"
C3626,0.0,61,1.0,Great srevice and fair price Occasional hiccups but nothing too bad
C4583,3.0,41,2.0,"SOMETIMES THE SPEED DOPS AT NIGHT THANK YO.U NO ISSSUES LATELY, SATISFIED CUSTOMER NO ISSUES LATELY, SATISFIED CUSTOMER"
C0383,3.0,103,2.0,BILLING IS CLEAR AND CORRECT EACH MONTH SOMETIMES THE SPEED DROPS AT NIGHT
C4818,2.0,166,,Service is okay but could be better Thank you. Support agent as kind and solved my issue quickly
C0949,2.0,69,3.0,"Helpful caht support, fast resolution Sometimes the speed drops at night Honestly, no issuse lately, satisfied customer!!!"
C5287,2.0,131,4.0,Good value for the money Thank you.!!!
C4330,1.0,33,3.0,HAPPY WITH THE INTERNET SPEED AND SUPORT
C3657,2.0,172,3.0,Good value for the monye
C2792,3.0,20,2.0,"GOT A MINOR OUTAGE LAST WEEK OCCASIONAL HICCUPS BUT NOTHING TOO BAD GREAT SERVICE AND FAIR PRICE THANK YOU. IT WORKS, NOT AMAZING, NOT TERRIBLE"
C5195,4.0,154,3.0,INSTALLATION TOOK LNOGER THAN EXPECTED THANK YOU.
C0577,3.0,68,4.0,"No issues lately, satisfied customer Thaank you. Great service and fair price Thank you."
C3150,2.0,123,4.0,"No issues lately, satisfied customer Everything works ffine for our family"
C2944,1.0,135,1.0,"Terrible experienec, worst provider I used SSpeed never matches what was promised in thhe contract I have opened several ticktes and nothing was fixed Thank you. Very bad suppor,t no one answers my calls Internet is slow and unstable almost every evening Thank you."
C0660,1.0,17,2.0,Email support replies after some das
C2055,2.0,74,4.0,Support agent was kind and solved my issue quickly!!!
C2115,1.0,110,,Support agent was kind and solved my issue quickly Price is a bit high compared to others
C2985,2.0,99,4.0,"Average experience so far Thank you. TToo expensive for poor quality, thinking to cancel!"
C4243,,31,5.0,"Phone liine is fine, internet varies!"
C2669,1.0,28,4.0,"ervice is okay but could be better Phone line is fine, internet varies"
C2144,3.0,116,1.0,"Honestly, too expensive for poor quality, thiinking to cancel"
C4963,2.0,42,5.0,Support agent was kind and solved my isssue quickly Happy with the internet speed and support!!!
C4501,3.0,149,3.0,"No issues latey, satisfied customer Thank you."
C1833,1.0,74,1.0,"THE NEW ROUTER WORKS EWLL, STABLE CONNECTION"
C3217,3.0,148,2.0,OCCASIONAL HICCUPS BUT NOTHING TOO BAD!!
C0538,2.0,11,3.0,"Honestly, good value for the money Honestly, billing is clear and correct aech month thank you."
C1389,1.0,73,2.0,"Honestly, pprice is a bit high compared to others!"
C1192,,94,3.0,"Honestly, good service overall, nothing major to complain about Good service overall, nothing major to complain about!!!"
C1476,1.0,46,3.0,"Honetsly, phone line is fine, internet varies"
C2554,4.0,94,,"Honeslty, installation took longer than expected Good service overall, nothing major to complain about Occasional hiccups but ntohing too bad"
C4833,0.0,126,1.0,"The new router works ell, stable connection Everything works fine for our family Sometimes the speed drops at niht Honestly, the new router works well, stalbe connetcion"
C1765,3.0,105,3.0,"PHONE LINNE IS FINE, INTERNET VARIES!!!"
C0164,3.0,77,5.0,"The new router works well, stbale connection Installation took longer than expecetd!"
C2920,1.0,55,4.0,"HONESTLY, SERVICE IS OKAY BUT COULD BE BETTER"
C3172,1.0,120,4.0,Latency and disconnects make it impossible to wrok
C2798,1.0,26,1.0,Price is a bit high compaerd to others Occasional hiccups but nothing too bad
C1588,3.0,40,4.0,"HONESTLY, SERVICE IS OKAY BUT COULD BE BETTER THANK YOU.!"
C0980,2.0,59,3.0,"Everything works fine for our family Sometimes the speed drps at night It works, not amazing, not terrible Thank you.!!!"
C0856,,178,1.0,SERVICE IS OKAY BT COULD BE BETTER
C4469,3.0,56,3.0,"Support agent was kind and solved my issue quickly Helpful chhat support, fast resolution Thank you."
C4174,1.0,49,2.0,"Good service ovverall, nothing major to complain about Happy with the internet speed and support!!"
C0308,4.0,64,2.0,"It works, not amazing, not terrible Helpful chat support, fast resolution Honestly, support agent waas kind and solved my issue quickly"
C0625,,139,4.0,"Helpful chat support, fast resolution Average experince so far No issues lately, satisfied customer"
C2323,4.0,45,2.0,Good value for the money Averaeg experience so far
C2572,2.0,86,3.0,Latency and disconnects make it impossible to work!!
C2038,2.0,2,2.0,"Billing errors keep happening, I am really tired of this Vey bad support, no one answers my calls"
C4611,1.0,80,3.0,appy with the internet speed and suppotr Service is okay but could be better Email support replies after some days
C3297,3.0,56,,"Happy with the internet speed and support The new outer works well, stable connection"
C0062,4.0,27,2.0,Speed never matches what was promised in the contract Occasional hiccups but nothing too bad!!
C4073,3.0,137,4.0,Good value fro the money
C3139,1.0,123,1.0,"Outages every week, unacceptable service Latency nd disconnects make it impossible to work Thank you."
C3818,4.0,1,1.0,"utages every week, unacceptable service oo expesive for poor quality, thinikng to cancel I have opened several tickets and nothing was fixed I have opened several tickets and nothing was fixed Thank you.!"
C5014,5.0,118,5.0,Good value for the money Billing is clear and correct each month
C4520,3.0,144,3.0,"Honestly, billing is clear and correct each moth thank you. No issues lately, satisfied customer!"
C4669,4.0,40,3.0,"OCCASIONAL HICCUPS BUT NOTHING TOO AD BILLING ERRORS KEP HAPPENING, I AM REALLY TIRED OF THIS"
C3267,4.0,82,2.0,Billign is clear and correct each month Support agent was kind and solved my issue quickly Billing is clear and correct each month Billing is clear and correct each month
C3789,4.0,108,4.0,Good avlue for the money
C3876,3.0,155,3.0,"Installation took longer than expected It works, not aamazing, not terrible"
C4307,3.0,125,3.0,"Honestly, occaasional hiccups but nothing too bad Honestly, great service and fair price"
C0386,2.0,139,1.0,"Terrible experience, worst provider I used Latency and disconnects make it impossible to work!"
C1863,0.0,120,4.0,"Good service overall, nothing major to complain about Happy with the internet speed and support Honestlly, price is a bit high compared to others"
C1285,2.0,93,2.0,"Honestly, phone line is fine, internet varies Happy with the internet speed and support No issues lately, satisfied customer Good value for the money"
C0696,3.0,93,1.0,"Happy wiith the internet speed and support Helpful chat support, fast resolution Thank you."
C1211,1.0,81,2.0,"Too expensive for poor quality, thinkig to cancel"
C0662,4.0,131,5.0,Avearge experience so far Thank you.!
C0280,3.0,87,4.0,"Phone line is fine, intrnet varies"
C1148,1.0,20,3.0,"It works, not amazing, not terrible Support agent was kiind and solved my issue quickly Thank you."
C2362,4.0,44,3.0,"hPone line is fine, internet varies"
C4259,,163,5.0,Service is oky but could be better Installation took longer than expected
C4014,2.0,5,3.0,"Honestly, everything works fine for our family Got a minor outage last week"
C5279,0.0,31,2.0,"It works, not amazing, not terrible Average experience so far Thank you. It works, not amazing, not terrible Occasional hiccups but nothing too bad Thank you."
C0292,9.0,28,2.0,"Happy with the internet speed and support The new router works well, stable connection Support agent was kind and solved my issue quickly Honestly, helpful chat support, fast resolution thank you."
C0734,5.0,147,,Evrything works fine for our family
C2911,0.0,158,2.0,Happy with the internet speed and support Great service and fair price
C5378,3.0,91,4.0,"Happy with teh internet speed and support Thank you. Helpful chat support, fast resolution Price is a bit high compared to others Service is okay but could be better"
C1888,2.0,54,5.0,Latency and disconnects make it impossibel to work
C3763,2.0,104,3.0,GOOD VALUE FOR THE MONEY THANK OYU.
C1939,2.0,165,4.0,Great service nad fair price Occasional hiccups but nothhing too bad
C1049,1.0,28,1.0,They overcharged me twice and ignored my emails Latency and disconnects make it impossible to wwork
C5091,1.0,14,,"Helpful chat support, fast resoution Thank you."
C1811,5.0,111,2.0,"Good value for the money Tahnk you. Good service overall, nothing major to complain about"
C2664,5.0,7,,Everything works fine for our family Happy iwth the internet speed and support
C0576,2.0,133,4.0,Email support replies after some daays
C0508,5.0,68,5.0,Great service and fair price Thank you. Installation took lonegr than expected Everythhing works fine for our family
C2330,2.0,176,3.0,Great servcie and fair price!!
C2000,3.0,110,4.0,Installation took loner than expected!!!
C5039,1.0,143,3.0,Sometimes the speed drops at night Occasional hicups but nothing too bad Great service and fair price
C3572,2.0,79,,"Honestly, great service and fair price thank you. Billing is clear and ocrrect each month"
C4873,4.0,34,3.0,SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY
C3785,2.0,75,4.0,"Good service overall, nothing major to complain about Thank you.!!!"
C1643,1.0,126,1.0,PRICE IS A BIT HIGH CCOMPARED TO OTHERS!!
C1676,1.0,83,,Occasional hiccups but onthing too bad
C5127,2.0,81,3.0,EMAIL SUPPORT REPLIES AFTER SOME DYAS SOMETIMES THE SPEED DROPS AT NIGHT INSTALLATION TOOK LONGER THAN EXPECTED
C2539,2.0,20,2.0,Good avlue for the money Support agent was kind and solved my issue quickly
C4774,5.0,3,3.0,"Honestly, price is a bit high compared to others Everything works fine for our family Good service overall, nothing major to complain about Thank you."
C0529,3.0,63,3.0,Price is a bit high coompared to others
C4799,1.0,28,3.0,"Godo service overall, nothing major to complain about!!"
C5307,2.0,32,4.0,Service is okay but could be better Everything works fine for our family Installation took longer than expected!!
C2100,3.0,48,4.0,"The new router works well, satble connection"
C5346,5.0,18,1.0,Installation took longer than expeected Thank you.
C2559,5.0,178,5.0,"Honestly, they overcharged me twice nad ignored my emails"
C3579,2.0,178,1.0,"Very bad support, no one answers my calls Email support replies after some days!!"
C5331,1.0,82,3.0,Got a minor outage last wweek
C0342,5.0,147,5.0,"Phone lne is fine, internet varies Service is okay but could be beter Billing errors keep happening, I am really tired of this Thank you."
C2795,3.0,69,5.0,"Honstly, happy with the internet speed and support"
C1693,1.0,117,4.0,"Got a mminor outage last week Thank you. Honestly, service is okay but could be better Honestly, installation took longer than expected thank you. Average experience so far Thank you."
C2073,5.0,39,3.0,AVRAGE EXPERIENCE SO FAR
C4432,2.0,14,3.0,"The new rotuer works well, stable connection!"
C4332,1.0,57,3.0,INTERNET IS SLOW AND UNSTABLE ALMOST EVERY EEVNING!
C3642,0.0,15,2.0,Good value ofr the money
C0175,4.0,81,3.0,Everything works fine for our fammily
C5345,1.0,163,2.0,Billing is clear and correct each month Got a minor outage last week!!!
C2638,1.0,120,2.0,Latency and disconnects make it impossible to woork
C0234,2.0,17,2.0,"Great service and fair price Billing is clear adn correct each month Thank you. Great service and fair price Good service overall, nothing major to complain about!!"
C3036,2.0,63,,"HONESTLY, GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT PRICE IS A BIT HIGH COMPARED TO OTHERS"
C4371,2.0,137,1.0,"THE NEW ROUTER WORKS WELL, STABLE CONNECTION"
C1003,3.0,30,1.0,"PHONE LINE IS FINE, INTERNET VARIES SERVICE IS OKAY BUT COUDL BE BETTER SOMETIMES THE SPEED DROPS AT NIGHT THANK YOU. SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY!!"
C2867,4.0,55,,"Honestly, the new router works well, stable connection"
C3364,3.0,69,3.0,Average experience so far Everything works fine or our family
C2298,,82,4.0,"Teh new router works well, stable connection"
C0033,8.0,81,4.0,"Helpful cat support, fast resolution"
C0634,1.0,150,3.0,"IT WORKS, NOT AMAZING, NOOT TERRIBLE"
C3495,2.0,18,1.0,"Installation took longer than expected Honestly, support agent was kind nad solved my issue quickly"
C0432,5.0,26,4.0,"Latency and disconnects make it impossible to work Honestly, too expensive for poor quality, thinking to cancel thank you."
