customerID,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService
C2162,One year,82.36,4492.56,Electronic check,Fiber optic
C4835,Month-to-month,123.84,8376.21,Bank transfer,DSL
C0456,Two year,93.22,3864.77,Bank transfer,DSL
C4054,One year,86.24,5087.05,Credit card,
C4464,Month-to-month,54.02,1142.01,Electronic check,DSL
C0974,Two year,86.7,7314.54,Bank transfer,DSL
C1234,Two year,117.31,5224.64,Electronic check,
C5176,One year,61.31,74.52,Electronic check,None
C0196,Month-to-month,46.63,16.35,Credit card,Fiber optic
C0977,Month-to-month,72.91,1714.64,Bank transfer,Fiber optic
C1720,Two year,61.38,4701.82,Electronic check,Fiber optic
C2618,One year,71.69,6112.56,Mailed check,Fiber optic
C3252,Month-to-month,30.53,839.69,Credit card,Fiber optic
C2552,Two year,56.98,2725.73,Credit card,DSL
C1873,Month-to-month,110.92,6323.1,Electronic check,Fiber optic
C5250,Month-to-month,64.04,1628.95,Electronic check,DSL
C0455,Two year,126.47,6859.29,Bank transfer,Fiber optic
C3428,Month-to-month,97.97,1474.21,Credit card,
C2048,Month-to-month,60.26,1650.35,Electronic check,Fiber optic
C5312,Two year,47.68,340.09,Electronic check,None
C2196,One year,95.39,1463.19,Credit card,None
C0068,One year,53.27,3732.46,Credit card,Fiber optic
C2589,One year,121.96,,Mailed check,Fiber optic
C2111,Month-to-month,32.8,2136.15,Electronic check,DSL
C2356,Month-to-month,23.16,1238.2,Electronic check,Fiber optic
C0991,One year,44.31,2702.08,Mailed check,DSL
C2944,Month-to-month,86.73,2333.01,Credit card,DSL
C0589,One year,111.85,241.4,Electronic check,Fiber optic
C1194,Month-to-month,38.71,1959.75,Bank transfer,Fiber optic
C1759,Month-to-month,84.32,,Electronic check,None
C0007,Month-to-month,35.86,124.14,Electronic check,Fiber optic
C2519,Month-to-month,81.95,3216.62,Electronic check,Fiber optic
C1446,Two year,22.0,1096.82,Electronic check,Fiber optic
C0986,Month-to-month,81.36,,Bank transfer,DSL
C2338,Month-to-month,77.4,,Electronic check,None
C1707,Month-to-month,24.71,651.13,Electronic check,DSL
C5453,Month-to-month,95.84,1964.56,Bank transfer,None
C5048,Month-to-month,82.95,531.79,Credit card,None
C2738,Month-to-month,88.54,197.77,Electronic check,DSL
C0351,One year,78.28,268.51,Credit card,Fiber optic
C2145,One year,99.42,2134.41,Credit card,
C4172,Two year,77.75,,Bank transfer,None
C0278,Two year,121.45,4075.94,Electronic check,DSL
C2155,Month-to-month,123.79,,Electronic check,Fiber optic
C2229,One year,99.93,1478.32,Electronic check,Fiber optic
C5116,One year,120.29,7264.49,Electronic check,DSL
C3222,Month-to-month,121.55,2473.94,Electronic check,None
C3852,Month-to-month,48.82,1537.66,Electronic check,Fiber optic
C2270,Month-to-month,129.33,41.97,Credit card,Fiber optic
C4739,Month-to-month,49.42,,Electronic check,DSL
C1600,Month-to-month,22.04,175.72,Credit card,DSL
C3578,Two year,125.84,6390.03,Electronic check,Fiber optic
C1926,Two year,44.61,1338.63,Bank transfer,DSL
C3824,Month-to-month,84.25,1438.42,Electronic check,None
C2604,Month-to-month,126.77,7241.05,Bank transfer,Fiber optic
C1585,Month-to-month,25.44,,Electronic check,None
C1530,Month-to-month,49.62,2396.31,Bank transfer,Fiber optic
C4261,One year,86.97,5763.5,Electronic check,Fiber optic
C3062,One year,103.88,1157.16,Electronic check,Fiber optic
C4388,Month-to-month,108.81,4883.55,Electronic check,Fiber optic
C5017,Month-to-month,117.22,1973.5,Credit card,Fiber optic
C3230,Two year,38.53,512.64,Electronic check,Fiber optic
C0277,Month-to-month,60.7,4715.18,Credit card,Fiber optic
C1413,Month-to-month,98.57,6197.54,Electronic check,Fiber optic
C0988,Month-to-month,98.68,4039.41,Electronic check,Fiber optic
C3003,Month-to-month,53.89,2282.56,Bank transfer,Fiber optic
C4280,Two year,53.46,634.8,Bank transfer,DSL
C5143,One year,55.27,727.23,Credit card,None
C0425,Month-to-month,118.13,2932.56,Electronic check,Fiber optic
C3161,Month-to-month,120.05,3624.81,Electronic check,DSL
C2384,Two year,21.63,934.15,Credit card,Fiber optic
C4180,Month-to-month,55.75,3466.12,Mailed check,DSL
C3100,Month-to-month,63.12,850.46,Electronic check,Fiber optic
C1362,Two year,128.06,4244.1,Bank transfer,Fiber optic
C0547,Two year,123.86,5203.06,Bank transfer,DSL
C0182,One year,89.12,1919.81,Bank transfer,Fiber optic
C1444,One year,25.04,55.15,Credit card,DSL
C2237,Month-to-month,41.03,91.92,Credit card,DSL
C1387,Two year,67.76,4165.74,Credit card,DSL
C3333,Month-to-month,125.49,10853.41,Electronic check,Fiber optic
C2633,Month-to-month,30.42,,Electronic check,Fiber optic
C0718,Month-to-month,107.05,4177.82,Credit card,Fiber optic
C3402,Month-to-month,41.03,730.75,Bank transfer,Fiber optic
C4064,Month-to-month,75.86,753.01,Credit card,DSL
C2805,Month-to-month,104.37,3607.86,Electronic check,Fiber optic
C1904,Month-to-month,96.17,3152.42,Bank transfer,DSL
C2849,Month-to-month,105.33,,Bank transfer,DSL
C5104,Month-to-month,109.5,,Credit card,
C2588,Month-to-month,53.63,1091.87,Electronic check,DSL
C0747,Month-to-month,60.04,1180.08,Electronic check,Fiber optic
C3324,Month-to-month,109.73,4690.01,Electronic check,Fiber optic
C5326,Month-to-month,24.25,1798.96,Bank transfer,DSL
C0259,Month-to-month,76.59,1937.69,Credit card,Fiber optic
C2933,One year,121.24,8683.72,Credit card,DSL
C3704,Month-to-month,117.35,1588.98,Credit card,Fiber optic
C1875,Month-to-month,108.47,,Electronic check,Fiber optic
C0152,Two year,22.37,32.65,Bank transfer,Fiber optic
C1202,Month-to-month,117.65,416.4,Credit card,DSL
C0826,One year,120.28,741.16,Credit card,
C4391,One year,93.0,2715.44,Mailed check,DSL
C3241,Month-to-month,52.88,1525.92,Bank transfer,DSL
C5384,One year,73.89,5578.14,Electronic check,None
C0172,One year,103.89,3632.85,Credit card,Fiber optic
C5118,Month-to-month,109.43,8388.52,Mailed check,DSL
C5411,One year,57.77,394.92,Mailed check,DSL
C2112,One year,55.87,3931.34,Credit card,DSL
C4400,Month-to-month,100.98,5902.88,Electronic check,DSL
C4883,Month-to-month,95.5,5036.72,Electronic check,DSL
C2225,Month-to-month,76.45,1179.77,Credit card,DSL
C5054,Month-to-month,66.23,3238.92,Electronic check,Fiber optic
C1038,Month-to-month,92.29,3692.61,Mailed check,Fiber optic
C0150,Month-to-month,23.57,1475.22,Electronic check,Fiber optic
C3086,Month-to-month,28.33,1007.59,Electronic check,Fiber optic
C2650,Two year,83.04,273.71,Electronic check,DSL
C0783,One year,43.13,2362.94,Electronic check,DSL
C1172,Month-to-month,105.23,95.59,Credit card,DSL
C3647,Month-to-month,104.96,1088.52,Credit card,Fiber optic
C5231,Month-to-month,98.1,7209.7,Electronic check,None
C5190,One year,119.4,7184.56,Bank transfer,None
C5268,Month-to-month,35.49,1594.83,Electronic check,Fiber optic
C3547,Month-to-month,48.52,929.04,Electronic check,Fiber optic
C2686,Two year,47.75,2765.15,Bank transfer,
C4608,Month-to-month,106.06,5595.36,Credit card,Fiber optic
C1120,Month-to-month,77.35,184.96,Mailed check,None
C0510,Two year,47.79,2590.7,Electronic check,Fiber optic
C5023,Month-to-month,35.01,1751.07,Electronic check,DSL
C1508,One year,118.23,4528.89,Mailed check,None
C1790,Two year,96.13,1165.57,Electronic check,DSL
C1639,Month-to-month,78.14,2952.95,Bank transfer,Fiber optic
C3045,Two year,126.2,7338.79,Credit card,DSL
C4311,Month-to-month,113.46,274.78,Bank transfer,None
C3918,Two year,39.59,866.21,Electronic check,DSL
C1389,Month-to-month,75.89,,Bank transfer,DSL
C4953,Two year,73.47,3797.55,Bank transfer,Fiber optic
C5046,One year,112.87,5291.8,Credit card,Fiber optic
C2835,One year,36.4,1402.1,Electronic check,Fiber optic
C2038,Two year,69.7,268.77,Bank transfer,Fiber optic
C1505,Month-to-month,90.02,2499.76,Mailed check,DSL
C3266,Month-to-month,123.98,6652.01,Electronic check,Fiber optic
C2127,Month-to-month,118.92,6527.56,Electronic check,Fiber optic
C4921,Month-to-month,78.72,329.47,Electronic check,Fiber optic
C4729,One year,86.74,5672.95,Credit card,None
C0339,Two year,113.76,6309.66,Credit card,Fiber optic
C3763,Month-to-month,101.88,4383.09,Electronic check,None
C1739,Month-to-month,116.73,1093.88,Electronic check,DSL
C0324,One year,118.55,,Credit card,None
C5432,Month-to-month,111.58,4116.06,Electronic check,DSL
C4039,One year,21.03,6.23,Electronic check,Fiber optic
C3369,Month-to-month,54.2,2327.46,Credit card,Fiber optic
C4348,Month-to-month,64.39,733.03,Electronic check,None
C2235,One year,94.57,2794.85,Credit card,DSL
C1204,Month-to-month,53.75,3311.29,Bank transfer,Fiber optic
C1316,Month-to-month,55.59,809.72,Electronic check,Fiber optic
C3775,One year,64.02,1034.0,Electronic check,Fiber optic
C0328,Month-to-month,125.09,2300.87,Credit card,Fiber optic
C1344,One year,68.09,3570.28,Credit card,Fiber optic
C2708,Two year,35.47,403.24,Credit card,DSL
C1211,One year,20.7,4.13,Electronic check,DSL
C1256,One year,46.03,2208.85,Credit card,DSL
C5033,Month-to-month,123.27,,Bank transfer,Fiber optic
C3911,One year,125.05,7608.47,Credit card,
C2940,Month-to-month,78.19,4701.04,Bank transfer,DSL
C1746,One year,91.1,2306.25,Electronic check,None
C0683,Month-to-month,107.55,3402.07,Electronic check,Fiber optic
C2826,Month-to-month,26.15,28.13,Electronic check,Fiber optic
C1819,One year,61.17,4108.43,Bank transfer,Fiber optic
C4113,One year,90.65,3871.29,Electronic check,Fiber optic
C1832,Month-to-month,118.81,9557.04,Electronic check,Fiber optic
C0174,Month-to-month,99.95,6125.33,Electronic check,DSL
C2978,Month-to-month,58.51,3773.54,Electronic check,Fiber optic
C1445,One year,120.1,492.14,Electronic check,Fiber optic
C5216,Month-to-month,93.11,5563.59,Bank transfer,DSL
C1782,Month-to-month,111.33,7091.68,Credit card,DSL
C4121,Month-to-month,62.41,929.19,Mailed check,None
C4894,Month-to-month,20.24,934.92,Electronic check,Fiber optic
C3733,Month-to-month,38.28,381.84,Mailed check,None
C0235,Month-to-month,121.99,2797.01,Electronic check,Fiber optic
C0308,Month-to-month,23.64,182.84,Credit card,
C2750,Two year,85.56,55.68,Credit card,DSL
C2612,One year,65.0,2462.48,Electronic check,DSL
C1664,One year,67.25,341.44,Credit card,DSL
C4840,One year,64.09,3479.0,Mailed check,DSL
C2102,Two year,27.42,1235.16,Mailed check,Fiber optic
C4386,Month-to-month,33.46,636.48,Credit card,None
C3072,Month-to-month,26.92,1037.42,Credit card,None
C2783,One year,25.93,318.71,Electronic check,Fiber optic
C0656,Two year,29.42,1308.38,Electronic check,
C0128,Month-to-month,96.63,5701.04,Electronic check,DSL
C4610,Month-to-month,32.56,132.03,Bank transfer,None
C3477,Two year,48.76,635.58,Electronic check,Fiber optic
C2489,Month-to-month,92.26,3581.58,Credit card,Fiber optic
C2778,Month-to-month,32.35,1314.67,Electronic check,
C3201,Month-to-month,120.13,1934.94,Credit card,Fiber optic
C4382,Month-to-month,72.52,3778.76,Credit card,DSL
C0143,Two year,125.94,4204.48,Credit card,
C4332,Month-to-month,41.18,2747.99,Credit card,DSL
C0276,Month-to-month,23.37,1274.81,Credit card,DSL
C0967,Month-to-month,84.93,,Credit card,Fiber optic
C3189,One year,56.16,3672.78,Electronic check,DSL
C2643,Month-to-month,82.96,1877.23,Bank transfer,DSL
C1501,Month-to-month,72.1,1695.84,Electronic check,Fiber optic
C1484,Two year,70.29,1777.94,Credit card,DSL
C1569,Month-to-month,113.63,1505.08,Electronic check,Fiber optic
C2324,One year,41.1,2037.51,Mailed check,Fiber optic
C0133,Two year,74.96,4203.02,Bank transfer,DSL
C3964,Month-to-month,65.76,2185.87,Electronic check,Fiber optic
C0629,Month-to-month,94.11,5042.77,Bank transfer,DSL
C2782,Month-to-month,25.51,379.41,Credit card,Fiber optic
C4536,Month-to-month,78.24,2291.29,Electronic check,DSL
C1520,One year,72.64,,Bank transfer,DSL
C1524,Month-to-month,127.09,4562.18,Electronic check,DSL
C3542,Two year,103.14,6679.56,Credit card,DSL
C4102,Two year,37.05,1753.37,Electronic check,Fiber optic
C3988,Two year,76.01,3965.31,Electronic check,DSL
C4969,Month-to-month,106.21,822.15,Bank transfer,
C4488,Month-to-month,77.7,1455.79,Electronic check,Fiber optic
C2169,Month-to-month,59.24,1381.8,Mailed check,None
C5213,One year,61.43,2757.8,Bank transfer,Fiber optic
C1631,Month-to-month,60.37,3386.08,Electronic check,Fiber optic
C1288,Two year,22.19,39.82,Credit card,Fiber optic
C2661,Month-to-month,100.37,576.87,Credit card,Fiber optic
C1142,One year,87.2,4093.33,Mailed check,Fiber optic
C5419,Month-to-month,49.55,,Electronic check,Fiber optic
C0465,Month-to-month,89.3,2941.19,Electronic check,Fiber optic
C0107,Month-to-month,53.96,2098.76,Mailed check,Fiber optic
C3014,Month-to-month,46.77,882.28,Electronic check,Fiber optic
C4726,Month-to-month,101.53,7482.63,Credit card,None
C5060,One year,109.0,3313.78,Electronic check,Fiber optic
C2121,Month-to-month,88.83,2792.58,Bank transfer,None
C1586,Two year,106.26,5399.93,Mailed check,Fiber optic
C2301,Two year,60.23,4894.4,Bank transfer,Fiber optic
C5253,Month-to-month,27.9,1144.95,Bank transfer,None
C5139,One year,86.54,3256.95,Electronic check,Fiber optic
C3175,Month-to-month,48.16,422.68,Electronic check,DSL
C1067,Month-to-month,105.52,1649.14,Electronic check,DSL
C2884,Two year,59.39,3301.21,Credit card,DSL
C1828,Two year,93.77,1305.29,Bank transfer,Fiber optic
C0879,One year,80.82,829.8,Electronic check,DSL
C2507,Two year,109.92,113.35,Electronic check,
C1170,One year,111.55,4487.92,Credit card,DSL
C2843,One year,27.51,1202.8,Electronic check,DSL
C4760,Month-to-month,52.46,1887.17,Electronic check,Fiber optic
C5130,Month-to-month,115.8,826.91,Bank transfer,DSL
C0503,Month-to-month,64.44,30.67,Electronic check,Fiber optic
C0556,Month-to-month,76.64,2832.62,Electronic check,DSL
C3997,One year,40.17,215.78,Mailed check,
C3994,Month-to-month,80.8,1730.01,Bank transfer,DSL
C0708,One year,49.11,230.43,Credit card,DSL
C2922,Month-to-month,111.22,2811.74,Credit card,Fiber optic
C1824,Month-to-month,42.03,2778.75,Electronic check,
C0360,Month-to-month,59.58,3886.08,Credit card,Fiber optic
C3320,Month-to-month,30.46,2087.43,Electronic check,DSL
C2794,Two year,84.68,1587.02,Mailed check,
C1310,One year,123.62,2415.86,Electronic check,Fiber optic
C2736,Month-to-month,39.05,89.71,Mailed check,DSL
C4635,One year,22.17,279.65,Credit card,Fiber optic
C5178,Month-to-month,66.47,3425.66,Electronic check,DSL
C0266,Month-to-month,102.33,2230.07,Electronic check,None
C4232,Two year,127.26,6078.27,Electronic check,DSL
C2221,One year,25.64,598.11,Electronic check,None
C1190,Two year,106.46,6915.72,Credit card,Fiber optic
C1229,Two year,60.55,3566.99,Bank transfer,DSL
C5290,Month-to-month,36.91,18.55,Bank transfer,Fiber optic
C2916,Month-to-month,41.15,287.78,Electronic check,Fiber optic
C3451,Month-to-month,121.63,3316.44,Electronic check,Fiber optic
C4181,One year,109.03,6848.2,Credit card,
C2613,Two year,54.29,3624.77,Credit card,Fiber optic
C0714,One year,123.42,1671.81,Electronic check,None
C3251,Month-to-month,31.58,439.78,Electronic check,DSL
C1481,One year,55.48,3682.53,Electronic check,DSL
C2084,One year,91.82,2984.97,Electronic check,None
C0919,Month-to-month,129.94,5438.09,Bank transfer,
C0498,Month-to-month,71.22,41.9,Electronic check,Fiber optic
C4441,One year,109.18,3847.84,Credit card,Fiber optic
C3245,One year,120.75,,Electronic check,Fiber optic
C4903,One year,21.06,637.08,Electronic check,Fiber optic
C0970,Month-to-month,51.78,134.01,Electronic check,None
C4127,Month-to-month,31.04,2332.82,Bank transfer,Fiber optic
C4577,One year,105.37,1573.59,Credit card,DSL
C0108,Two year,82.38,1908.05,Credit card,DSL
C1479,Two year,30.51,1503.64,Electronic check,None
C4495,Month-to-month,66.28,,Electronic check,DSL
C4385,Two year,76.54,2805.21,Credit card,Fiber optic
C1512,Month-to-month,96.75,3277.86,Electronic check,DSL
C1915,Two year,105.74,5507.17,Credit card,Fiber optic
C3292,Month-to-month,29.67,1040.98,Bank transfer,Fiber optic
C2260,One year,73.64,2761.92,Electronic check,Fiber optic
C0532,Month-to-month,37.72,1230.59,Electronic check,DSL
C3469,Two year,102.86,2332.0,Credit card,DSL
C0354,One year,92.34,1050.57,Credit card,DSL
C3960,Month-to-month,99.53,2959.0,Bank transfer,Fiber optic
C5055,Month-to-month,28.25,1168.27,Electronic check,Fiber optic
C5157,Month-to-month,76.14,3712.93,Credit card,DSL
C4432,Month-to-month,112.46,2594.54,Bank transfer,Fiber optic
C2945,Month-to-month,98.47,1824.55,Credit card,Fiber optic
C4460,Month-to-month,114.79,5471.31,Electronic check,DSL
C2154,Two year,42.67,3435.68,Credit card,Fiber optic
C3823,Two year,51.56,2590.01,Electronic check,DSL
C3151,Month-to-month,68.54,5493.49,Electronic check,Fiber optic
C1678,Month-to-month,77.56,2219.42,Electronic check,Fiber optic
C4925,Month-to-month,47.74,553.22,Credit card,Fiber optic
C4881,Month-to-month,61.94,441.27,Electronic check,DSL
C0303,Two year,95.57,,Mailed check,DSL
C0514,Month-to-month,90.99,1008.7,Bank transfer,Fiber optic
C1299,One year,32.15,2147.36,Credit card,None
C2632,Month-to-month,128.43,8123.04,Credit card,Fiber optic
C3462,One year,81.9,3759.11,Electronic check,Fiber optic
C1844,Two year,73.19,6380.24,Credit card,DSL
C4650,Month-to-month,126.4,5958.72,Mailed check,Fiber optic
C2786,Two year,35.44,186.38,Electronic check,Fiber optic
C2120,Month-to-month,79.8,459.36,Credit card,Fiber optic
C1412,Month-to-month,108.56,4855.3,Credit card,None
C0526,Two year,63.88,2750.79,Bank transfer,Fiber optic
C3196,One year,100.99,7690.04,Electronic check,Fiber optic
C2259,Month-to-month,118.91,5385.54,Electronic check,
C2621,Month-to-month,48.78,,Electronic check,DSL
C2408,Month-to-month,46.56,34.12,Electronic check,DSL
C0746,One year,59.68,,Mailed check,Fiber optic
C3145,Two year,66.03,,Electronic check,Fiber optic
C3896,Month-to-month,32.21,1686.86,Credit card,DSL
C4699,One year,45.44,403.78,Electronic check,DSL
C3792,Month-to-month,116.06,3375.14,Bank transfer,Fiber optic
C5020,One year,82.33,4174.03,Electronic check,Fiber optic
C0509,Month-to-month,49.46,2135.57,Credit card,
C2123,Month-to-month,123.8,537.34,Credit card,DSL
C4038,Month-to-month,105.17,3265.32,Electronic check,None
C1246,Month-to-month,59.87,155.01,Bank transfer,DSL
C0675,Month-to-month,104.2,4474.53,Credit card,Fiber optic
C3789,Month-to-month,85.57,1588.67,Electronic check,Fiber optic
C1322,Month-to-month,95.22,2144.88,Mailed check,Fiber optic
C2906,Month-to-month,55.36,1329.09,Bank transfer,Fiber optic
C0924,One year,43.04,37.13,Credit card,
C1418,Month-to-month,47.89,3276.26,Credit card,None
C2126,Month-to-month,29.21,2182.23,Electronic check,Fiber optic
C3917,Two year,71.81,1734.52,Credit card,
C5322,Month-to-month,64.69,3546.64,Credit card,Fiber optic
C1027,Month-to-month,20.28,579.42,Electronic check,Fiber optic
C0805,One year,114.2,5208.93,Mailed check,Fiber optic
C2602,Month-to-month,95.01,4262.84,Bank transfer,DSL
C2257,One year,69.14,4972.84,Electronic check,Fiber optic
C4993,Month-to-month,126.37,6591.11,Electronic check,None
C0513,Month-to-month,123.46,3846.22,Bank transfer,DSL
C4211,Two year,30.46,1698.33,Electronic check,Fiber optic
C4004,Month-to-month,87.67,6151.75,Electronic check,
C2517,Month-to-month,109.87,,Mailed check,Fiber optic
C5045,Month-to-month,39.02,1108.39,Credit card,Fiber optic
C4479,Month-to-month,34.08,2157.51,Bank transfer,DSL
